cid,GATS5m,GATS8p,MATS7i,nCt,nRCOOR
51353745,0.5932251898461447,0.3193490033699936,0.5961861237303658,0.1428571428571428,0.25
493479,0.3871344430556824,0.2991253823027899,0.5917237688523102,0.0,0.0
6479197,0.5222779974864766,0.5987351841324043,0.6421288728053446,0.0,0.0
493488,0.4868010661226263,0.3328946324072184,0.612451211252686,0.0,0.0
51357704,0.5964653486450496,0.3236653875804136,0.5815719425471807,0.1428571428571428,0.25
23519645,0.5961696391100276,0.3043667336221898,0.5684337573939852,0.0,0.0
90662953,0.4883869012709226,0.4237662633203694,0.6213136578243843,0.0,0.0
16756528,0.4955210942574881,0.3538369406195309,0.5979414313064874,0.0,0.0
513144,0.4889636122368812,0.3222216938965312,0.5938122662240394,0.0,0.0
513142,0.5286236347225501,0.3248939638970625,0.5937573042233804,0.1428571428571428,0.0
491953,0.3798301677651615,0.2809482832904527,0.2687018191468454,0.0,0.0
60750,0.6220785873714046,0.3059068147811275,0.653377991120157,0.0,0.0
134382706,0.6658064700018813,0.3486765859247751,0.4692153257794473,0.0,0.5
491954,0.3575338796187334,0.2997184590911518,0.3788973548405392,0.0,0.0
22012704,0.5805851680155376,0.3148719490050906,0.6347031898852178,0.0,0.0
10174031,0.483426328801282,0.2925436497279624,0.555605642941927,0.0,0.0
10311242,0.8065347335940877,0.2839961161967533,0.5176970033906694,0.0,0.0
9805202,0.3796428536173702,0.2963107195847955,0.5558782241430738,0.0,0.0
492113,0.5161036759545817,0.3357486989258749,0.5951984810777426,0.0,0.0
44582863,0.5195767275649302,0.3237678367635929,0.6130678278452534,0.0,0.0
9906078,0.4158339732718251,0.422731359570442,0.5917523477806212,0.1428571428571428,0.0
142433105,0.8821479565726383,0.3505097663100099,0.5896982326486181,0.2857142857142857,0.5
493042,0.7517127283022985,0.1887485379616582,0.3112991158742669,0.0,0.0
493050,0.6480951760335008,0.30315276574356,0.9139556250440592,0.0,0.0
493049,0.6295624862495912,0.3800169881426511,0.7072261281709473,0.0,0.0
493053,0.5735014098909532,0.3199974567028729,0.7657964612844383,0.0,0.0
135490839,0.8198660917694809,0.2451110532080028,0.5204850812755897,0.0,0.0
493485,0.4928548735547297,0.3389669049248768,0.5499433637698633,0.0,0.0
493041,0.6287633162456469,0.273683287218082,0.5808055059333475,0.0,0.0
44582865,0.5179109362496587,0.3327348453898934,0.5625203416545684,0.0,0.0
135442218,0.6424537020362083,0.0,0.786061640076329,0.0,0.0
493486,0.4901197442968569,0.3594656304171557,0.6135304031025911,0.0,0.0
493484,0.4966119886786216,0.3309388514045379,0.5947070182824621,0.0,0.0
145992929,0.6885998222254398,0.2894863544108873,0.4941758693435966,0.1428571428571428,0.25
145982337,0.614358817224901,0.2877073111259136,0.4579232011396175,0.1428571428571428,0.25
3011371,0.5680118896389663,0.2837363684216627,0.5353975119528642,0.0,0.25
11460885,0.6269985048953933,0.3379596912677872,0.5291970451209929,0.0,0.0
3011375,0.6386988352775906,0.3049640348951567,0.505880351042225,0.0,0.0
3011374,0.6339852553735842,0.3026985667896761,0.8932940978576603,0.0,0.0
493059,0.8454491559855456,0.2508848344243626,0.7357482124888555,0.0,0.0
3011369,0.6057511374474381,0.3661977270134397,0.5885563489916055,0.0,0.0
3011370,0.6221095089351609,0.2650915805930823,0.7887929717421815,0.0,0.0
3011367,0.5627365866191232,0.3365633249140643,0.5557889015259974,0.0,0.0
493055,0.6016787065377267,0.3086532741442318,0.8670539522171558,0.0,0.0
493056,0.5836803819357799,0.3546136560619867,0.684803088849984,0.0,0.0
493057,0.8132632925653513,0.1882483930261263,0.4401627263595792,0.0,0.0
11255143,0.6435543436356075,0.2587148671587972,0.7114803019565159,0.0,0.0
3011381,0.6932039910140897,0.270073540788165,0.8879679521099684,0.0,0.0
3011380,0.581805576930862,0.2284501725307593,0.7559746478406104,0.0,0.0
3011368,0.5676066685560334,0.2803956588922312,0.7011852931979904,0.0,0.0
3011376,0.6518613885648774,0.2434624987858275,0.6694318033676865,0.0,0.0
3011379,0.569972173866818,0.3171741565546713,0.5654387228967925,0.0,0.0
145993616,0.6151990761523206,0.3433826510986775,0.4837487477265375,0.0,0.5
667554,0.4682564825275987,0.3728040754583083,0.5854765493390198,0.0,0.0
44582845,0.5400346007489786,0.3480567751629678,0.6554183845374901,0.0,0.0
9938296,0.4562223726149576,0.2938704073325079,0.5629900291707373,0.0,0.0
145991894,0.5460745537302578,0.3289593844137162,0.5092330272465186,0.0,0.25
145981493,0.5709505222930272,0.3200253627221227,0.4589128344638802,0.0,0.25
493490,0.5064507376143115,0.4042240392527201,0.6256394664898782,0.0,0.0
136232617,0.5498595292443625,0.2949040417455691,0.5379244737247887,0.0,0.0
51357702,0.5828794562279347,0.2581019333192224,0.4752574798702133,0.1428571428571428,0.25
46200812,0.669119466792156,0.3276325356355327,0.1977791240685387,0.0,0.0
145987024,0.5580140389146003,0.3288930886383241,0.5039480933630737,0.0,0.25
44440881,0.6931123932312852,0.3119963697143577,0.5827498361883869,0.0,0.0
10239290,0.661458875796468,0.2866889460936352,0.5876193038106428,0.0,0.0
3011378,0.7188686592974393,0.1816512203763307,0.7025626475076697,0.1428571428571428,0.0
145991052,0.7560391706234546,0.2981834136364384,0.5099963505004976,0.1428571428571428,0.25
145986727,0.5428499640863169,0.3579001038868543,0.5054310735386294,0.0,0.5
136263937,0.5939776464860671,0.3106081618366203,0.5674684552752409,0.0,0.0
44432250,0.5509781710917253,0.3179962188404336,0.6238968521239382,0.1428571428571428,0.0
512291,0.5598780149887681,0.3613309884602487,0.6039571552185693,0.0,0.0
492105,0.5214384127117584,0.3357920683942643,0.5936742781125255,0.0,0.0
5272228,0.7894521011343407,0.3222374336243794,0.5288070364867481,0.0,0.0
156011488,0.8720697084828427,0.3336329731316972,0.5283903627849041,0.1428571428571428,0.25
44393080,0.7197598450846161,0.3295915864143204,0.7553335114606246,0.0,0.0
44393063,0.7111688406400327,0.3162591147168393,0.7525593746864847,0.0,0.0
50925435,0.6053065931896459,0.2293097138371488,0.1249876181416395,0.0,0.5
136252883,0.5464188894690583,0.3455483287881069,0.6973229923748362,0.0,0.0
90662949,0.5068566851391868,0.4792542781385132,0.5939755589216023,0.0,0.0
135839365,0.6166541034053076,0.3235344975220606,0.4477332135298476,0.2857142857142857,0.0
164615035,0.4967091706802593,0.3104902122875547,0.6154989441205946,0.0,0.0
5272225,0.6115756049865717,0.2956626829418653,0.5478084145864548,0.0,0.0
135542257,0.6717765715623727,0.2388332694293322,0.5348164378093176,0.0,0.0
16756756,0.5048156121012377,0.3415760418297892,0.6436537246068637,0.0,0.0
135480705,0.557524537476169,0.229197321552872,0.4682717919928603,0.0,0.0
44393167,0.7004508925125473,0.3161444968603553,0.5606705325878624,0.0,0.0
51356299,0.65054639526631,0.2831066408696833,0.5285005208070617,0.5714285714285714,0.5
90662946,0.4850670926094262,0.3961627655968515,0.6218928089234506,0.0,0.0
493480,0.5315154642129403,0.3487388743526121,0.5863339669968447,0.0,0.0
24748860,0.5186707018019265,0.3314320932775212,0.5844537043929346,0.1428571428571428,0.0
137639298,0.5830554116206013,0.3214211488808891,0.599667914179021,0.0,0.0
9889676,0.7081006758416696,0.3147030428835639,0.7120816675165675,0.0,0.0
23179377,0.4731798659893111,0.2558281587788112,0.5350222648359383,0.0,0.0
5272249,0.7828595249254008,0.3199582501778529,0.4630261194371711,0.0,0.0
5272235,0.743367447628291,0.3206074981608633,0.5595005794439489,0.0,0.0
53357717,0.6152437136993012,0.3276939086287705,0.7214513914455553,0.0,0.0
71508384,0.5909803415553845,0.295454672570681,0.2292438542688304,0.0,0.0
