cid,Probability of nonactivity,Probability of activity
3011927,0.27674502,0.723255
392120,0.27689445,0.72310555
137184934,0.2788099,0.7211901
10358690,0.27888507,0.72111493
464376,0.2802655,0.7197345
513034,0.28061444,0.71938556
493452,0.28104842,0.7189516
189237,0.28157878,0.7184212
584362,0.28324103,0.71675897
44626655,0.28348392,0.7165161
44355029,0.28373504,0.71626496
5273506,0.2838512,0.7161488
359064,0.28397745,0.71602255
92151285,0.28397745,0.71602255
72194,0.28397745,0.71602255
491674,0.28397745,0.71602255
29921449,0.28406703,0.71593297
171185,0.28445494,0.71554506
92266931,0.28445494,0.71554506
189898,0.28510195,0.71489805
131881043,0.28558308,0.7144169
490628,0.28565812,0.7143419
12777828,0.28578293,0.71421707
132274322,0.28584397,0.71415603
10990861,0.28634763,0.7136524
5278280,0.28643072,0.7135693
10735437,0.28660154,0.71339846
71371890,0.28696942,0.7130306
452771,0.28721792,0.7127821
338571,0.287575,0.712425
21136976,0.28761476,0.71238524
6438736,0.28822184,0.71177816
92236670,0.28828627,0.71171373
494096,0.28828627,0.71171373
134501092,0.28869992,0.7113001
15119224,0.28876078,0.7112392
135625262,0.28917283,0.7108272
452765,0.28934383,0.71065617
136232982,0.28954417,0.71045583
131857104,0.28965056,0.71034944
126969176,0.28978974,0.71021026
71431122,0.28978974,0.71021026
92301827,0.28996295,0.71003705
6482628,0.28996295,0.71003705
495537,0.29007918,0.7099208
137183035,0.29062402,0.709376
10446782,0.29105824,0.70894176
66692811,0.29134578,0.7086542
136205846,0.29194212,0.7080579
14018661,0.29226053,0.7077395
10039594,0.29250896,0.70749104
512555,0.29257876,0.70742124
15172905,0.29262358,0.7073764
121487870,0.2926343,0.7073657
71391798,0.2933342,0.7066658
22880808,0.2934174,0.7065826
163285353,0.29355425,0.70644575
162642336,0.29358453,0.7064155
451914,0.29360342,0.7063966
11779374,0.29368,0.70632
472632,0.2945909,0.7054091
472655,0.2945909,0.7054091
49791785,0.2945909,0.7054091
512136,0.29519886,0.70480114
69538220,0.29590404,0.70409596
67762,0.2964812,0.7035188
2723654,0.2964812,0.7035188
2823635,0.2964812,0.7035188
7156910,0.2964812,0.7035188
2729612,0.2964812,0.7035188
6541377,0.2964812,0.7035188
69626224,0.29697752,0.7030225
11778706,0.29697752,0.7030225
92132405,0.29697752,0.7030225
3011900,0.29758567,0.70241433
121487874,0.29764408,0.7023559
6483432,0.2977448,0.7022552
100938413,0.29802132,0.7019787
12777819,0.29877537,0.7012246
93515751,0.29877537,0.7012246
92233558,0.29918724,0.70081276
512127,0.29918724,0.70081276
45038620,0.29918724,0.70081276
46874399,0.29918724,0.70081276
71305626,0.29918724,0.70081276
297594,0.29935318,0.7006468
122707085,0.29935318,0.7006468
13712878,0.2998289,0.7001711
493016,0.30013198,0.699868
5274169,0.30051565,0.69948435
464392,0.30055594,0.69944406
92021816,0.30080962,0.6991904
70798618,0.30080962,0.6991904
11301215,0.30080962,0.6991904
131880514,0.30087823,0.6991218
595375,0.30117613,0.69882387
