cid,Probability of non-cal27,Probability of cal27
102067368,0.1605619361542061,0.8394380638457939
98801,0.16070215584725778,0.8392978441527422
23519658,0.16075913000348852,0.8392408699965115
11001059,0.1608402088921499,0.8391597911078501
97297,0.16131479415379557,0.8386852058462044
6419781,0.16131479415379557,0.8386852058462044
45039587,0.16131479415379557,0.8386852058462044
25880707,0.16131479415379557,0.8386852058462044
481082,0.16131740495402336,0.8386825950459766
10611929,0.16133422882706405,0.838665771172936
18661221,0.16143029670978692,0.8385697032902131
92230795,0.16143029670978692,0.8385697032902131
54428325,0.16176400228127263,0.8382359977187274
92258444,0.16189080000039613,0.8381091999996039
10828395,0.16189080000039613,0.8381091999996039
333596,0.16195297179239077,0.8380470282076092
92264929,0.16195297179239088,0.8380470282076091
512134,0.16195297179239088,0.8380470282076091
162660830,0.16213342041928203,0.837866579580718
121008097,0.16219745545130515,0.8378025445486948
125503985,0.1626341047320492,0.8373658952679508
49784137,0.1627297176485395,0.8372702823514605
54357487,0.16275265064591615,0.8372473493540838
171798,0.16289566952461032,0.8371043304753897
131883911,0.1630639515374086,0.8369360484625914
131883912,0.1630639515374086,0.8369360484625914
123570113,0.16309425154711266,0.8369057484528873
